Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,logSalePrice,encBsmtCond,encBsmtExposure,encBsmtQual,encCentralAir,encExterCond,encExterQual,encFireplaceQu,encGarageFinish,encGarageQual,encHeatingQC,encKitchenQual,encLotShape,encPavedDrive,encSaleCondition,clipGrLivArea,logclipGrLivArea,clipGarageArea,sqrGarageCars,Bath,clipTotalBsmtSF,isRecentRemod,RemodAge,isFireplace,encFoundation,encFunctional,encGarageType,encHouseStyle,encNeighborhood,logencNeighborhood,logGarageArea,residuals,encBsmtFinType1,isStone,logLotArea,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Porch,logTotalBsmtSF
667,60,RL,,18450,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CBlock,Gd,TA,No,LwQ,187,Rec,723,111,1021,GasA,TA,Y,SBrkr,1465,915,0,2380,0,0,2,1,3,1,TA,7,Sev,1,Po,CarPort,1965.0,Unf,2,596,TA,TA,Y,0,265,0,0,0,0,Null,Null,Null,0,8,2007,WD,Abnorml,129000,11.767575435251748,2.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2380,7.7752758464868625,596,4,2.5,1021,0,14,1,1.0,6.0,,2.0,140000.0,11.849404844423074,6.391917113392602,0.18665355503712533,2.0,0,9.822873848541882,1,0,0,0,0,265,6.92951677076365
668,20,RL,65.0,8125,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,1138,Unf,0,270,1408,GasA,Ex,Y,SBrkr,1679,0,0,1679,1,0,2,0,3,1,Gd,7,Typ,1,Fa,Attchd,1994.0,RFn,2,575,TA,TA,Y,224,42,0,0,0,0,Null,Null,Null,0,10,2008,WD,Normal,193500,12.173037959397275,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,1679,7.426549072397305,575,4,2.0,1408,1,4,1,2.0,0.0,2.0,1.0,179900.0,12.100161978566868,6.356107660695892,0.062449544602147355,5.0,0,9.002824076547672,1,0,0,0,0,266,7.25063551189868
669,20,RL,,14175,Pave,Null,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,988,Unf,0,200,1188,GasA,Gd,Y,SBrkr,1437,0,0,1437,1,0,1,1,3,1,TA,6,Min2,1,TA,Detchd,1999.0,Unf,2,576,TA,TA,Y,304,0,0,0,0,0,Null,Null,Null,0,11,2006,WD,Normal,168000,12.031725210748633,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,1437,7.271008538280992,576,4,1.5,1188,1,31,1,1.0,3.0,1.0,1.0,135000.0,11.81303746480054,6.3578422665081,-0.07633639184578556,3.0,0,9.559305672844863,1,0,0,0,0,304,7.080867896690782
670,30,RL,80.0,11600,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,700,700,GasA,Ex,Y,SBrkr,1180,0,0,1180,0,0,1,0,2,1,Fa,5,Typ,1,Gd,Detchd,1922.0,Unf,1,252,TA,Fa,Y,0,0,67,0,0,0,Null,Null,Null,0,7,2006,WD,Normal,137500,11.83138646878959,2.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,0.0,0.0,2.0,1.0,1180,7.074116816197362,252,1,1.0,700,0,28,1,0.0,0.0,1.0,1.0,200624.0,12.209192772866418,5.53338948872752,-0.09069696531333449,1.0,0,9.358846580275406,1,0,0,0,0,0,6.55250788703459
671,60,RL,64.0,8633,Pave,Null,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193,Unf,0,545,738,GasA,Ex,Y,SBrkr,738,738,0,1476,1,0,2,1,3,1,Gd,7,Typ,0,Null,Attchd,2005.0,Fin,2,540,TA,TA,Y,100,35,0,0,0,0,Null,Null,Null,0,2,2009,WD,Normal,173500,12.0639386420412,2.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,4.0,2.0,0.0,2.0,1.0,1476,7.29776828253138,540,4,2.5,738,1,0,0,2.0,0.0,2.0,2.0,197200.0,12.19197879213173,6.293419278846481,0.006991882400045668,5.0,0,9.063463176115423,1,0,0,0,0,135,6.6052979209482015
672,70,RH,54.0,6629,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551,Unf,0,121,672,GasA,TA,N,SBrkr,697,672,0,1369,1,0,2,0,3,1,TA,6,Typ,0,Null,Detchd,1930.0,Unf,1,300,TA,TA,Y,147,0,0,0,0,0,Null,Null,Null,0,7,2009,WD,Normal,103600,11.548302261270589,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1369,7.222566018822171,300,1,2.0,672,0,25,0,0.0,0.0,1.0,2.0,121750.0,11.709733254463467,5.707110264748875,0.10000225464200696,4.0,0,8.799360083179907,1,0,0,0,0,147,6.511745329644728
673,20,RL,,11250,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,767,Unf,0,441,1208,GasA,TA,Y,SBrkr,1208,0,0,1208,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2,546,TA,TA,Y,198,42,0,0,0,0,Null,Null,Null,0,6,2006,WD,Normal,165000,12.013706813470414,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1208,7.097548850614793,546,4,1.5,1208,0,0,1,1.0,0.0,2.0,1.0,218000.0,12.292254928916668,6.304448802421981,0.10008241815815744,6.0,0,9.328212292571072,1,0,0,0,0,240,7.097548850614793
674,20,RL,110.0,14442,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,TA,TA,PConc,TA,TA,No,GLQ,1186,Unf,0,291,1477,GasA,Ex,Y,SBrkr,1839,0,0,1839,1,0,2,0,3,1,Gd,7,Typ,2,TA,Attchd,1957.0,Fin,2,416,TA,TA,Y,0,87,0,0,200,0,Null,Null,Null,0,6,2007,WD,Normal,257500,12.458778882573531,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,0.0,2.0,1.0,1839,7.517520850603031,416,4,2.0,1477,1,47,1,2.0,0.0,2.0,1.0,200624.0,12.209192772866418,6.0330862217988015,-0.04238572471111013,5.0,0,9.577965147101168,1,0,0,0,0,287,7.298445101508147
675,20,RL,80.0,9200,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,892,Unf,0,244,1136,GasA,TA,Y,SBrkr,1136,0,0,1136,1,0,1,0,3,1,TA,5,Typ,1,Gd,Attchd,1965.0,RFn,1,384,TA,TA,Y,426,0,0,0,0,0,Null,Null,Null,0,7,2008,WD,Normal,140000,11.849404844423074,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1136,7.036148493750536,384,1,1.0,1136,0,0,1,1.0,0.0,2.0,1.0,140000.0,11.849404844423074,5.953243334287785,0.09500893756559137,3.0,0,9.127067452782361,1,0,0,0,0,426,7.036148493750536
676,160,RL,24.0,2289,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,311,Unf,0,544,855,GasA,TA,Y,SBrkr,855,586,0,1441,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Unf,2,440,TA,TA,Y,28,0,0,0,0,0,Null,Null,Null,0,4,2009,WD,Normal,148500,11.908346971208951,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1441,7.273786317844895,440,4,2.5,855,0,0,1,1.0,0.0,2.0,2.0,146000.0,11.891368749982083,6.089044875446846,-0.05920477458887419,6.0,0,7.736307096548285,0,0,0,1,0,28,6.752270376141742
677,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,1095,1095,GasW,Fa,N,SBrkr,1095,679,0,1774,1,0,2,0,4,2,TA,8,Min2,0,Null,2Types,1920.0,Unf,3,779,Fa,Fa,N,0,0,90,0,0,0,Null,Null,Null,0,5,2006,WD,Normal,87000,11.373674891823535,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1774,7.4815557019095165,779,9,2.0,1095,0,50,0,0.0,3.0,,2.0,119000.0,11.686887175419702,6.659293919683638,-0.03690016518382855,1.0,0,9.169622538697624,1,0,0,0,0,0,6.999422467507961
678,30,RL,52.0,9022,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,768,768,GasA,Ex,Y,SBrkr,792,0,0,792,0,0,1,0,2,1,Gd,5,Typ,0,Null,Detchd,1924.0,Unf,1,240,Fa,Fa,N,316,0,120,0,0,0,Null,Null,Null,0,5,2009,WD,Normal,109500,11.603688960617085,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,792,6.675823221634848,240,1,1.0,768,1,82,0,0.0,0.0,1.0,1.0,119000.0,11.686887175419702,5.484796933490655,-0.02567124785544017,1.0,0,9.107532151994501,1,0,0,0,0,316,6.645090969505644
679,20,RL,80.0,11844,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0,Unf,0,2046,2046,GasA,Ex,Y,SBrkr,2046,0,0,2046,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,Fin,3,834,TA,TA,Y,322,82,0,0,0,0,Null,Null,Null,0,7,2009,New,Partial,372500,12.827995001361906,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,2046,7.624130585661289,834,9,2.5,2046,1,0,1,2.0,0.0,2.0,1.0,278000.0,12.535379989788607,6.727431724850855,-0.077935936758454,1.0,1,9.379661116592885,1,0,0,0,0,404,7.624130585661289
680,20,RL,,9945,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,TA,No,Rec,827,Unf,0,161,988,GasA,TA,Y,SBrkr,988,0,0,988,1,0,1,0,3,1,TA,5,Typ,0,Null,Detchd,1963.0,Unf,2,572,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,10,2007,WD,Normal,128500,11.7636919653883,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,988,6.8966943316227125,572,4,1.0,988,0,0,0,1.0,0.0,1.0,1.0,135000.0,11.81303746480054,6.35088571671474,-0.036036826620559737,3.0,0,9.204925739274683,1,0,0,0,0,0,6.8966943316227125
681,120,RL,50.0,8012,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,543,BLQ,119,261,923,GasA,TA,Y,SBrkr,923,0,0,923,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1980.0,RFn,1,264,TA,TA,Y,80,0,0,0,0,0,Null,Null,Null,0,5,2010,WD,Normal,143000,11.870606902224589,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,923,6.828712071641684,264,1,2.0,923,0,0,1,1.0,0.0,2.0,1.0,179900.0,12.100161978566868,5.579729825986222,-0.08021224074603595,4.0,0,8.98882050177807,0,0,0,0,1,80,6.828712071641684
682,50,RH,55.0,4500,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182,Unf,0,611,793,GasA,Ex,Y,SBrkr,848,672,0,1520,0,0,1,0,3,1,TA,6,Typ,0,Null,Detchd,1968.0,Unf,1,281,TA,TA,Y,0,0,56,0,0,0,Null,Null,Null,0,7,2009,WD,Abnorml,159434,11.979391594635793,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0,1520,7.327123292259293,281,1,1.0,793,1,68,0,0.0,0.0,1.0,0.0,139500.0,11.845827048676645,5.641907070938114,-0.31288507999892623,3.0,0,8.412054873292933,1,0,0,0,0,0,6.677083461247136
683,120,RL,,2887,Pave,Null,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003,Unf,0,288,1291,GasA,Ex,Y,SBrkr,1291,0,0,1291,1,0,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,1996.0,Unf,2,431,TA,TA,Y,307,0,0,0,0,0,Null,Null,Null,0,11,2008,WD,Normal,173000,12.06105265381003,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,0.0,2.0,1.0,1291,7.163946684342547,431,4,1.0,1291,1,1,1,2.0,0.0,2.0,1.0,200250.0,12.20732685867594,6.068425588244111,0.020916965185140413,5.0,0,7.968319500012717,1,0,0,0,0,307,7.163946684342547
684,20,RL,90.0,11248,Pave,Null,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1059,Unf,0,567,1626,GasA,Ex,Y,SBrkr,1668,0,0,1668,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2002.0,Fin,3,702,TA,TA,Y,257,45,0,0,0,0,Null,Null,Null,0,7,2007,WD,Normal,285000,12.560247968016562,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1668,7.419979923661835,702,9,2.0,1626,1,0,1,2.0,0.0,2.0,1.0,197200.0,12.19197879213173,6.555356891810665,0.03700153935620243,5.0,1,9.328034514792826,1,0,0,0,0,302,7.394493107219038
685,60,RL,58.0,16770,Pave,Null,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1195,1195,GasA,Gd,Y,SBrkr,1195,644,0,1839,0,0,2,1,4,1,TA,7,Typ,0,Null,Attchd,1998.0,Fin,2,486,TA,TA,Y,0,81,0,0,0,0,Null,Null,Null,0,6,2010,WD,Normal,221000,12.30592250537653,2.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1839,7.517520850603031,486,4,2.5,1195,1,0,0,2.0,0.0,2.0,2.0,301500.0,12.616528611893465,6.18826412308259,0.02527615753215251,1.0,0,9.727406483331627,1,0,0,0,0,81,7.086737934510577
686,160,RL,,5062,Pave,Null,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,828,LwQ,182,180,1190,GasA,Gd,Y,SBrkr,1190,900,0,2090,1,0,2,0,3,1,Gd,6,Min1,1,TA,Attchd,1984.0,Fin,2,577,TA,TA,Y,219,0,0,0,0,0,Null,Null,Null,0,9,2007,WD,Normal,207500,12.242891437918386,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2090,7.645397699428633,577,4,2.0,1190,0,0,1,1.0,2.0,2.0,2.0,278000.0,12.535379989788607,6.359573868672378,0.05401094887859337,5.0,0,8.529714471969909,0,0,0,0,1,219,7.0825485693553
687,60,FV,84.0,10207,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,874,874,GasA,Ex,Y,SBrkr,874,887,0,1761,0,0,3,0,3,1,Gd,7,Typ,0,Null,Attchd,2007.0,Fin,2,578,TA,TA,Y,144,105,0,0,0,0,Null,Null,Null,0,8,2007,New,Partial,227875,12.336556900342153,2.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,4.0,2.0,0.0,2.0,2.0,1761,7.474204806496124,578,4,3.0,874,1,0,0,2.0,0.0,2.0,2.0,225500.0,12.326079872504838,6.361302477572996,-0.001767354691192935,1.0,0,9.23092700558457,1,0,0,0,0,249,6.774223886357614
688,160,FV,,5105,Pave,Null,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,239,Unf,0,312,551,GasA,Ex,Y,SBrkr,551,551,0,1102,0,0,2,1,2,1,Gd,4,Typ,0,Null,Detchd,2004.0,Unf,2,480,TA,TA,Y,0,60,0,0,0,0,Null,Null,Null,0,3,2007,WD,Normal,148800,11.910365121788654,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1102,7.005789019253503,480,4,2.5,551,1,0,0,2.0,0.0,1.0,2.0,225500.0,12.326079872504838,6.175867270105761,0.029763974727153197,5.0,0,8.53817159780143,0,0,0,0,1,60,6.313548046277095
689,20,RL,60.0,8089,Pave,Null,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,945,Unf,0,474,1419,GasA,Ex,Y,SBrkr,1419,0,0,1419,1,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,2,567,TA,TA,Y,140,0,0,0,0,0,Null,Null,Null,0,10,2007,New,Partial,392000,12.879019669789754,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,1419,7.258412150595307,567,4,2.0,1419,1,0,1,2.0,0.0,2.0,1.0,278000.0,12.535379989788607,6.342121418721152,-0.42038000612133075,5.0,0,8.998384010052538,1,0,0,0,0,140,7.258412150595307
690,120,RL,61.0,7577,Pave,Null,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20,Unf,0,1342,1362,GasA,Ex,Y,SBrkr,1362,0,0,1362,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,460,TA,TA,Y,192,28,0,0,0,0,Null,Null,Null,0,6,2007,WD,Normal,194700,12.179220327453931,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1362,7.217443431696533,460,4,2.0,1362,1,1,1,2.0,0.0,2.0,1.0,315000.0,12.660331092405906,6.133398042996649,0.027247887570927887,6.0,1,8.933004591578547,0,0,0,0,1,220,7.217443431696533
691,120,RM,,4426,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,697,Unf,0,151,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,TA,Attchd,2004.0,RFn,2,420,TA,TA,Y,149,0,0,0,0,0,Null,Null,Null,0,5,2008,WD,Normal,141000,11.856522261533735,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,848,6.744059186311348,420,4,1.0,848,1,0,1,2.0,0.0,2.0,1.0,197200.0,12.19197879213173,6.042632833682381,0.07600419883020137,5.0,0,8.395477432732141,0,0,0,0,1,149,6.744059186311348
692,60,RL,104.0,21535,Pave,Null,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1455,Unf,0,989,2444,GasA,Ex,Y,SBrkr,2444,1872,0,4316,0,1,3,1,4,1,Ex,10,Typ,2,Ex,Attchd,1994.0,Fin,3,832,TA,TA,Y,382,50,0,0,0,0,Null,Null,Null,0,1,2007,WD,Normal,755000,13.534474352733596,2.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,3000,8.006700845440367,832,9,3.5,2444,1,1,1,2.0,0.0,2.0,2.0,301500.0,12.616528611893465,6.725033642166843,-0.23195252626552687,5.0,0,9.977481232444454,1,0,0,0,0,432,7.801800401908973
693,60,RL,42.0,26178,Pave,Null,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,965,Unf,0,245,1210,GasA,Ex,Y,SBrkr,1238,1281,0,2519,1,0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,1989.0,RFn,2,628,TA,TA,Y,320,27,0,0,0,0,Null,Null,Null,0,4,2006,WD,Normal,335000,12.721888795877376,2.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2519,7.832014180505469,628,4,2.5,1210,1,1,1,2.0,0.0,2.0,2.0,228475.0,12.339186450977309,6.444131256700441,-0.08981751723232811,5.0,0,10.172712841637342,1,0,0,0,0,347,7.099201743553092
694,30,RL,60.0,5400,Pave,Null,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1073,1073,GasA,Ex,Y,SBrkr,1073,0,0,1073,0,0,1,0,2,1,TA,4,Typ,0,Null,Detchd,1968.0,Unf,1,326,TA,TA,Y,0,0,112,0,0,0,Null,Null,Null,0,12,2006,WD,Abnorml,108480,11.59433032142082,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,2.0,0.0,1073,6.97914527506881,326,1,1.0,1073,0,47,0,0.0,0.0,1.0,1.0,119000.0,11.686887175419702,5.7899601708972535,-0.04286240215748549,1.0,0,8.594339400592892,1,0,0,0,0,0,6.97914527506881
695,50,RM,51.0,6120,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,927,927,GasA,TA,Y,SBrkr,1067,472,0,1539,0,0,1,1,3,1,TA,5,Typ,0,Null,Detchd,1995.0,Unf,2,576,TA,TA,Y,112,0,0,0,0,0,Null,MnPrv,Null,0,4,2009,WD,Normal,141500,11.860062063178267,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1539,7.339537695407674,576,4,1.5,927,0,14,0,0.0,0.0,1.0,0.0,124300.0,11.730461322518734,6.3578422665081,-0.1181600980200308,1.0,0,8.71948076085107,1,0,0,0,0,112,6.833031732786201
696,20,RL,54.0,13811,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,980,LwQ,40,92,1112,GasA,Gd,Y,SBrkr,1137,0,0,1137,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987.0,Unf,2,551,TA,TA,Y,125,0,0,0,0,0,Null,Null,Null,0,7,2006,WD,Normal,176000,12.07824495582233,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1137,7.037027614686276,551,4,2.0,1112,1,0,1,1.0,0.0,2.0,1.0,228475.0,12.339186450977309,6.313548046277095,0.019186460100309333,5.0,0,9.533293058509884,1,0,0,0,0,125,7.014814351275545
