Id_dropped,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley_dropped,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating_dropped,HeatingQC,CentralAir,Electrical,1stFlrSF_dropped,2ndFlrSF_dropped,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,logSalePrice,logGrLivArea,sqrGarageCars,Bath,FlrSF,RemodAge,RecentRemod,BedroomRatio,hasFireplace,enc_FireplaceQu,logMasVnrArea,enc_ExterQual,Porch,trunLotArea,trunLotFrontage,trunBsmtSF,enc_BsmtQual,enc_CentralAir,hasCircuitBreaker,isPConc,enc_GarageFinish,isGarageAttached,enc_HeatingQC,enc_KitchenQual,isLotRegular,isLowDensity,enc_MasVnrType,enc_PavedDrive,isNewHome
749,20,RL,59.0,10593,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,1720,GasA,Ex,Y,SBrkr,1720,0,0,1720,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2,527,TA,TA,Y,240,56,154,0,0,0,Null,Null,Null,0,3,2010,WD,Normal,260400,12.469978029554952,7.450660796211539,4,2.0,1720,0,1,0.3,1,0.0,5.82600010738045,1.0,296,10593,59.0,1720,2.0,1.0,1,1,3.0,1,2.0,1.0,0,1,1.0,2.0,0
750,50,RL,50.0,8405,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,Null,Null,Null,Null,0,Null,0,0,0,Wall,TA,N,FuseF,1088,441,0,1529,0,0,2,0,4,1,TA,9,Mod,0,Null,Detchd,1945.0,Unf,1,240,TA,TA,N,92,0,185,0,0,0,Null,Null,Null,0,4,2009,WD,Normal,98000,11.49273296168228,7.333023014386481,1,2.0,1529,5,0,0.3076923076923077,0,0.0,0.0,0.0,92,8405,50.0,0,0.0,0.0,0,0,1.0,0,0.0,0.0,1,1,0.0,0.0,0
751,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,792,348,0,1140,0,0,1,0,3,1,TA,7,Min2,0,Null,Null,,Null,0,0,Null,Null,N,0,160,0,0,0,0,Null,Null,Null,0,6,2010,WD,Normal,96500,11.477308649967686,7.039660349862076,0,1.0,1140,94,1,0.3,0,0.0,0.0,0.0,160,8800,55.0,576,1.0,1.0,1,0,0.0,0,1.0,0.0,1,0,0.0,0.0,0
752,60,RL,,7750,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,660,660,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,Null,Attchd,2003.0,Fin,2,400,TA,TA,Y,0,48,0,0,0,0,Null,Null,Null,0,8,2007,WD,Normal,162000,11.995357787034976,7.186144304522325,4,2.5,1320,0,1,0.3333333333333333,0,0.0,0.0,1.0,48,7750,150.0,660,2.0,1.0,1,1,3.0,1,2.0,1.0,1,1,0.0,2.0,0
753,20,RL,79.0,9236,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,0,Null,Attchd,1997.0,RFn,2,576,TA,TA,Y,168,27,0,0,0,0,Null,Null,Null,0,7,2006,WD,Normal,217000,12.28765724080691,7.3098814858247865,4,2.0,1494,0,1,0.3333333333333333,0,0.0,0.0,0.0,195,9236,79.0,1479,2.0,1.0,1,1,2.0,1,2.0,1.0,0,1,0.0,2.0,0
754,60,RL,80.0,10240,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,GasA,Gd,Y,SBrkr,1038,1060,0,2098,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3,878,TA,TA,Y,192,52,0,0,0,0,Null,Null,Null,0,3,2006,WD,Normal,275500,12.526346537332584,7.649216319820633,9,2.5,2098,0,1,0.2727272727272727,1,1.0,5.187385805840755,1.0,244,10240,80.0,1030,2.0,1.0,1,1,2.0,1,1.0,2.0,1,1,1.0,2.0,0
755,20,RL,61.0,7930,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1026,GasA,Gd,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,Null,Detchd,1969.0,RFn,2,440,TA,TA,Y,171,48,0,0,0,0,Null,Null,Null,0,7,2009,WD,Normal,156000,11.95761769646754,6.934397209928558,4,1.0,1026,36,1,0.375,0,0.0,0.0,0.0,219,7930,61.0,1026,1.0,1.0,1,0,2.0,0,1.0,1.0,1,1,0.0,2.0,0
756,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,GasA,Gd,Y,SBrkr,742,729,0,1471,0,0,2,1,3,1,TA,6,Typ,0,Null,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,24,0,0,0,0,Null,Null,Null,0,3,2009,WD,Normal,172500,12.058158312538197,7.294377299288821,4,2.5,1471,0,1,0.3333333333333333,0,0.0,6.796823718274855,0.0,24,3230,34.0,729,2.0,1.0,1,1,1.0,0,1.0,0.0,1,1,1.0,2.0,0
757,60,RL,68.0,10769,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,GasA,Ex,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,Null,Attchd,2007.0,RFn,2,578,TA,TA,Y,144,105,0,0,0,0,Null,Null,Null,0,4,2009,WD,Normal,212000,12.264346270624156,7.478169694159785,4,2.5,1768,0,1,0.3,0,0.0,0.0,1.0,249,10769,68.0,866,2.0,1.0,1,1,2.0,1,2.0,1.0,0,1,0.0,2.0,0
758,60,RL,,11616,Pave,Null,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,GasA,TA,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,335,0,0,0,0,0,Null,GdPrv,Null,0,4,2010,WD,Abnorml,158900,11.97603664577121,7.234898420314831,4,2.5,1386,0,0,0.3333333333333333,1,0.0,5.796057750765372,0.0,335,11616,150.0,672,1.0,1.0,1,0,3.0,1,0.0,0.0,0,1,0.0,2.0,0
759,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,GasA,Gd,Y,SBrkr,757,744,0,1501,0,0,2,1,3,1,TA,6,Typ,0,Null,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,8,2008,WD,Normal,179400,12.097378802727306,7.31455283232408,4,2.5,1501,0,1,0.3333333333333333,0,0.0,5.8888779583328805,0.0,0,2280,24.0,744,2.0,1.0,1,1,1.0,0,1.0,0.0,1,1,1.0,2.0,0
760,60,RL,65.0,12257,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,GasA,Ex,Y,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,752,TA,TA,Y,222,98,0,0,0,0,Null,Null,Null,0,11,2007,WD,Normal,290000,12.577639650232571,7.836764783264067,9,2.5,2531,0,1,0.3076923076923077,1,0.0,6.2422232654551655,1.0,320,12257,65.0,1318,2.0,1.0,1,1,2.0,1,2.0,1.0,0,1,1.0,2.0,0
761,20,RL,70.0,9100,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,Null,Detchd,2008.0,Unf,1,300,Ex,Ex,Y,0,0,0,0,0,0,Null,Null,Shed,450,10,2009,WD,Normal,127500,11.755879486687116,6.762729506931879,1,1.0,864,0,0,0.2857142857142857,0,0.0,0.0,0.0,0,9100,70.0,864,1.0,1.0,1,0,1.0,0,2.0,0.0,1,1,0.0,2.0,0
762,30,RM,60.0,6911,Pave,Null,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,GasA,TA,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,Null,Detchd,1965.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,10,2009,WD,Normal,100000,11.51293546492023,7.171656822768514,4,1.0,1301,26,0,0.2857142857142857,0,0.0,0.0,0.0,0,6911,60.0,1145,1.0,1.0,1,1,1.0,0,0.0,-1.0,1,0,0.0,2.0,0
763,60,FV,72.0,8640,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,Null,Attchd,2009.0,Unf,2,614,TA,TA,Y,169,45,0,0,0,0,Null,Null,Null,0,6,2010,Con,Normal,215200,12.279327754099118,7.344719054149673,4,2.5,1547,0,1,0.3,0,0.0,0.0,0.0,214,8640,72.0,756,2.0,1.0,1,1,1.0,1,2.0,1.0,1,1,0.0,2.0,0
764,60,RL,82.0,9430,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3,856,TA,TA,Y,0,128,0,0,180,0,Null,Null,Null,0,7,2009,WD,Normal,337000,12.727841176689148,7.768956044538332,9,2.5,2365,0,1,0.2727272727272727,1,1.0,6.513230110912307,1.0,128,9430,82.0,1252,2.0,1.0,1,1,2.0,1,2.0,1.0,1,1,1.0,2.0,0
765,120,RL,30.0,9549,Pave,Null,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2,481,TA,TA,Y,0,30,0,0,216,0,Null,Null,Null,0,4,2006,WD,Normal,270000,12.506180941677355,7.3098814858247865,4,1.5,1494,1,1,0.25,1,1.0,0.0,1.0,30,9549,30.0,1494,2.0,1.0,1,1,3.0,1,2.0,2.0,0,1,0.0,2.0,0
766,20,RL,75.0,14587,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2,592,TA,TA,Y,0,174,0,0,0,0,Null,Null,Null,0,8,2008,New,Partial,264132,12.484208043148731,7.317876198626496,4,2.0,1506,0,1,0.25,1,1.0,5.652489180268651,1.0,174,14587,75.0,1498,2.0,1.0,1,1,3.0,1,2.0,2.0,0,1,2.0,2.0,1
767,60,RL,80.0,10421,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,GasA,TA,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2,496,TA,TA,Y,228,66,156,0,0,0,Null,MnPrv,Shed,500,3,2010,WD,Normal,196500,12.188422799337028,7.44716835960004,4,2.5,1714,0,1,0.3,1,0.0,3.7612001156935624,0.0,294,10421,80.0,980,2.0,1.0,1,0,1.0,1,0.0,0.0,1,1,1.0,2.0,0
768,50,RL,75.0,12508,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,Null,Attchd,1989.0,Unf,1,423,TA,TA,Y,245,0,156,0,0,0,Null,Null,Shed,1300,7,2008,WD,Normal,160000,11.982935344196433,7.467942332285852,1,2.0,1750,45,1,0.36363636363636365,0,0.0,0.0,0.0,245,12508,75.0,983,2.0,1.0,1,0,1.0,1,2.0,0.0,0,1,0.0,2.0,0
769,20,RL,70.0,9100,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,GasA,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,484,TA,TA,Y,120,33,0,0,0,0,Null,Null,Null,0,10,2006,WD,Normal,216837,12.28690580994122,7.515889085215125,4,2.0,1836,1,1,0.2727272727272727,1,1.0,0.0,1.0,153,9100,70.0,1860,2.0,1.0,1,1,3.0,1,2.0,1.0,1,1,0.0,2.0,0
770,60,RL,47.0,53504,Pave,Null,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,GasA,Ex,Y,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,841,TA,TA,Y,503,36,0,0,210,0,Null,Null,Null,0,6,2010,WD,Normal,538000,13.195615697878251,8.09559870137819,9,3.5,3279,0,1,0.25,1,1.0,6.403574197934815,2.0,539,20000,47.0,1650,2.0,1.0,1,1,3.0,1,2.0,2.0,0,1,1.0,2.0,0
771,85,RL,,7252,Pave,Null,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,GasA,TA,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,TA,5,Typ,0,Null,Detchd,1983.0,Unf,2,576,TA,TA,Y,120,0,0,0,0,0,Null,Null,Null,0,4,2009,WD,Normal,134900,11.812296455066814,6.755768921984255,4,1.0,858,0,1,0.2857142857142857,0,0.0,0.0,0.0,120,7252,150.0,858,2.0,1.0,1,0,1.0,0,0.0,0.0,0,1,0.0,2.0,0
772,20,RL,67.0,8877,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,GasA,TA,Y,FuseF,1220,0,0,1220,0,0,1,0,2,1,TA,6,Typ,0,Null,Detchd,1951.0,Unf,2,396,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,4,2006,COD,Normal,102000,11.53273789613992,7.107425474110705,4,1.0,1220,0,0,0.25,0,0.0,0.0,0.0,0,8877,67.0,836,0.0,1.0,0,0,1.0,0,0.0,0.0,1,1,0.0,2.0,0
773,80,RL,94.0,7819,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,GasA,TA,Y,SBrkr,1117,0,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2,672,TA,TA,Y,144,0,0,0,0,0,Null,MnPrv,Null,0,3,2010,WD,Abnorml,107000,11.580593459194764,7.0192966537150445,4,1.0,1117,0,0,0.3333333333333333,1,0.0,0.0,0.0,144,7819,94.0,1029,1.0,1.0,1,0,1.0,0,0.0,0.0,1,1,0.0,2.0,0
774,20,RL,70.0,10150,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,GasA,Ex,Y,FuseA,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,Null,Attchd,1958.0,RFn,1,275,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,7,2007,COD,Normal,114500,11.648338835562749,6.816735880594968,1,1.0,912,0,0,0.2857142857142857,0,0.0,0.6931471805599453,0.0,0,10150,70.0,912,1.0,1.0,0,0,2.0,1,2.0,0.0,1,1,0.0,2.0,0
775,20,RL,110.0,14226,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,GasA,Gd,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895,TA,TA,Y,315,45,0,0,0,0,Null,Null,Null,0,7,2007,New,Partial,395000,12.886643575525625,7.587817219993427,9,2.0,1973,0,1,0.25,1,1.0,5.929589143389895,1.0,360,14226,110.0,1935,2.0,1.0,1,1,3.0,1,1.0,1.0,1,1,1.0,2.0,1
776,120,RM,32.0,4500,Pave,Null,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,GasA,Ex,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,Null,Attchd,1998.0,Fin,2,412,TA,TA,Y,0,247,0,0,0,0,Null,Null,Null,0,6,2009,WD,Normal,162000,11.995357787034976,7.094234845924755,4,2.0,1204,0,1,0.2857142857142857,0,0.0,5.771441123130016,0.0,247,4500,32.0,1204,3.0,1.0,1,1,3.0,1,2.0,0.0,1,0,1.0,2.0,0
777,20,RL,86.0,11210,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,Ex,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,Null,Attchd,2005.0,RFn,3,865,TA,TA,Y,144,59,0,0,0,0,Null,Null,Null,0,7,2006,New,Partial,221500,12.308182383129823,7.387090235656757,9,2.0,1614,1,1,0.3,0,0.0,5.484796933490655,1.0,203,11210,86.0,1614,2.0,1.0,1,1,2.0,1,2.0,1.0,0,1,1.0,2.0,1
778,20,RL,100.0,13350,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,TA,Y,241,0,0,0,0,0,Null,MnPrv,Null,0,6,2006,WD,Normal,142500,11.86710429621008,6.796823718274855,4,1.0,894,0,0,0.375,1,-1.0,0.0,0.0,241,13350,100.0,864,1.0,1.0,1,0,1.0,1,0.0,0.0,0,1,0.0,2.0,0
779,90,RH,60.0,8400,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,Null,Null,Null,Null,0,Null,0,0,0,GasA,TA,Y,SBrkr,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,10,2007,WD,Normal,144000,11.87757552297847,7.611347717403621,4,2.0,2020,0,0,0.2857142857142857,1,0.0,5.771441123130016,0.0,0,8400,60.0,0,0.0,1.0,1,0,1.0,0,0.0,0.0,1,0,1.0,2.0,0
780,90,RL,78.0,10530,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,GasA,TA,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,Null,Attchd,1977.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,5,2006,WD,Normal,135000,11.81303746480054,6.912742820493176,4,1.0,1004,0,0,0.3333333333333333,0,0.0,4.51085950651685,0.0,0,10530,78.0,975,2.0,1.0,1,0,1.0,1,0.0,0.0,1,1,1.0,2.0,0
781,20,RL,63.0,7875,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402,TA,TA,Y,220,21,0,0,0,0,Null,Null,Null,0,6,2007,WD,Normal,176000,12.07824495582233,7.134093721192866,4,2.0,1253,1,1,0.3333333333333333,1,0.0,3.6635616461296463,0.0,241,7875,63.0,1237,2.0,1.0,1,1,3.0,1,1.0,0.0,1,1,1.0,2.0,0
782,60,RL,65.0,7153,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,GasA,Ex,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,Null,Attchd,1992.0,RFn,2,484,TA,TA,Y,0,124,0,0,0,0,Null,Null,Null,0,7,2006,WD,Normal,175900,12.077676615757811,7.38025578842646,4,2.5,1603,0,1,0.3,0,0.0,0.0,1.0,124,7153,65.0,761,2.0,1.0,1,1,2.0,1,2.0,1.0,1,1,0.0,2.0,0
783,20,RL,67.0,16285,Pave,Null,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,GasA,Ex,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,Null,Attchd,2001.0,RFn,2,605,TA,TA,Y,0,33,0,0,0,0,Null,Null,Null,0,6,2009,WD,Normal,187100,12.139403856983334,7.266128779556451,4,2.0,1430,1,1,0.3333333333333333,0,0.0,0.0,1.0,33,16285,67.0,1413,2.0,1.0,1,1,2.0,1,2.0,1.0,0,1,0.0,2.0,0
