Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,logSalePrice,encBsmtCond,encBsmtExposure,encBsmtQual,encCentralAir,encExterCond,encExterQual,encFireplaceQu,encGarageFinish,encGarageQual,encHeatingQC,encKitchenQual,encLotShape,encPavedDrive,encSaleCondition,clipGrLivArea,logclipGrLivArea,clipGarageArea,sqrGarageCars,Bath,clipTotalBsmtSF,isRecentRemod,RemodAge,isFireplace,encFoundation,encFunctional,encGarageType,encHouseStyle,encNeighborhood,logencNeighborhood,logGarageArea,residuals,encBsmtFinType1,isStone,logLotArea,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Porch,logTotalBsmtSF,hasBreaker,test_feature,test,hasPool
868,20,RL,85.0,6970,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932,Unf,0,108,1040,GasA,TA,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,Fa,5,Typ,0,Null,Attchd,1961.0,RFn,2,544,TA,TA,Y,168,0,0,0,0,0,Null,Null,Shed,400,5,2007,WD,Normal,129000,11.767575435251748,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1120,7.02197642307216,544,4,1.5,1040,0,0,0,1.0,0.0,2.0,1.0,135000.0,11.81303746480054,6.300785794663244,-0.05270247114312454,6.0,0,8.849513965486398,1,0,0,0,0,168,6.947937068614969,1,0,0,0
869,60,RL,,14762,Pave,Null,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,Null,Null,Null,Null,0,Null,0,0,0,GasA,Gd,Y,SBrkr,1547,720,53,2320,0,0,2,0,2,1,TA,7,Typ,1,TA,Attchd,1979.0,Unf,2,672,TA,TA,P,120,144,0,0,0,0,Null,Null,Null,0,5,2006,WD,Normal,169000,12.037659911047468,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2320,7.749753406274437,672,4,2.0,0,0,2,1,0.0,0.0,2.0,2.0,181000.0,12.10625783509458,6.511745329644728,0.022603777564862426,0.0,0,9.599879329534089,1,0,0,0,0,264,0.0,1,0,0,0
870,60,RL,80.0,9938,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750,Unf,0,300,1050,GasA,Ex,Y,SBrkr,1062,887,0,1949,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,Fin,2,574,TA,TA,Y,156,90,0,0,0,0,Null,GdPrv,Null,0,6,2010,WD,Normal,236000,12.371591321286903,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,0.0,2.0,1.0,1949,7.575584651557793,574,4,2.5,1050,1,1,1,2.0,0.0,2.0,2.0,179900.0,12.100161978566868,6.354370040797351,-0.039446242322172864,5.0,0,9.204221690968003,1,0,0,0,0,246,6.957497370876951,1,0,0,0
871,20,RL,60.0,6600,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,Gd,N,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,5,Typ,0,Null,Detchd,1962.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,8,2009,WD,Normal,109500,11.603688960617085,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,894,6.796823718274855,308,1,1.0,894,0,0,0,1.0,0.0,1.0,1.0,140000.0,11.849404844423074,5.733341276897746,-0.10529122343748831,1.0,0,8.79497643168877,1,0,0,0,0,0,6.796823718274855,1,0,0,0
872,60,RL,70.0,8750,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,505,Unf,0,299,804,GasA,Ex,Y,SBrkr,804,878,0,1682,0,0,2,1,3,1,Gd,7,Typ,0,Null,Attchd,1998.0,RFn,2,523,TA,TA,Y,0,77,0,0,0,0,Null,Null,Null,0,6,2010,WD,Normal,200500,12.208574513247497,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,1682,7.428333194190806,523,4,2.5,804,1,0,0,2.0,0.0,2.0,2.0,197200.0,12.19197879213173,6.261491684321042,-0.10672829318436605,5.0,0,9.076923258535832,1,0,0,0,0,77,6.690842277418564,1,0,0,0
873,20,RL,74.0,8892,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,Stone,TA,TA,Av,Unf,0,Unf,0,105,105,GasA,Gd,Y,SBrkr,910,0,0,910,0,0,1,0,3,1,Gd,5,Typ,0,Null,Attchd,1953.0,Unf,2,414,TA,TA,Y,196,0,150,0,0,0,Null,GdWo,Null,0,10,2008,WD,Normal,116000,11.661354090741,2.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,910,6.814542897259958,414,4,1.0,105,1,43,0,1.0,0.0,2.0,1.0,140000.0,11.849404844423074,6.028278520230698,0.004102700079524624,1.0,0,9.09301972939964,1,0,0,0,0,196,4.663439094112067,1,0,0,0
874,40,RL,60.0,12144,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,375,Unf,0,457,832,GasA,Gd,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,1,288,TA,TA,Y,0,28,0,0,0,0,Null,Null,Othr,0,9,2009,WD,Normal,133000,11.798111925972618,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,1268,7.145984467714388,288,1,1.0,832,0,1,1,1.0,0.0,2.0,1.0,140000.0,11.849404844423074,5.666426688112432,0.05421278375157712,3.0,0,9.404672841436271,1,0,0,0,0,28,6.725033642166843,1,0,0,0
875,50,RM,52.0,5720,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,676,676,GasA,Ex,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,TA,5,Typ,0,Null,Detchd,1941.0,Unf,1,200,TA,TA,Y,26,0,0,0,0,0,Null,Null,Null,0,8,2009,WD,Abnorml,66500,11.104972264124868,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,2.0,0.0,1131,7.0317412587631285,200,1,1.5,676,0,9,0,1.0,0.0,1.0,0.0,119000.0,11.686887175419702,5.303304908059076,0.45196412424683174,1.0,0,8.651898894268529,1,0,0,0,0,26,6.517671272912275,1,0,0,0
876,60,FV,75.0,9000,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64,Unf,0,1120,1184,GasA,Ex,Y,SBrkr,1184,1426,0,2610,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2,550,TA,TA,Y,208,364,0,0,0,0,Null,Null,Null,0,8,2007,New,Partial,303477,12.623064399210184,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,0.0,2.0,2.0,2610,7.867488568699128,550,4,2.5,1184,1,0,1,2.0,0.0,,2.0,225500.0,12.326079872504838,6.311734809152915,-0.001791829716502491,5.0,0,9.105090961257083,1,0,0,0,0,572,7.077498053569231,1,0,0,0
877,20,RL,94.0,25286,Pave,Null,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,633,Unf,0,431,1064,GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,TA,5,Typ,0,Null,Attchd,1963.0,Unf,2,648,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,1,2007,WD,Normal,132250,11.792456911128632,2.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,1040,6.947937068614969,648,4,1.0,1064,0,0,0,2.0,0.0,2.0,1.0,153500.0,11.941462360646147,6.47543271670409,0.03319560958197343,6.0,0,10.138045708665592,1,0,0,0,0,0,6.970730078143525,1,0,0,0
878,60,RL,74.0,8834,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,1170,Unf,0,292,1462,GasA,Ex,Y,SBrkr,1462,762,0,2224,1,0,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,2004.0,Fin,3,738,TA,TA,Y,184,0,0,0,0,0,Null,Null,Null,0,6,2009,WD,Normal,350000,12.765691290604371,2.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,0.0,2.0,1.0,2224,7.707512194600341,738,9,2.5,1462,1,1,1,2.0,0.0,2.0,2.0,315000.0,12.660331092405906,6.6052979209482015,-0.011388371732909519,5.0,1,9.086476384753796,1,0,0,0,0,184,7.288244401020124,1,0,0,0
879,85,RL,88.0,11782,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899,Unf,0,210,1109,GasA,TA,Y,SBrkr,1155,0,0,1155,1,0,1,0,3,1,Gd,6,Min2,0,Null,Detchd,1987.0,Unf,2,576,TA,TA,Y,192,0,0,0,0,0,Null,MnPrv,Shed,400,6,2010,WD,Normal,148000,11.904974309480185,2.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1155,7.052721049232323,576,4,1.0,1109,1,34,0,1.0,3.0,1.0,,135000.0,11.81303746480054,6.3578422665081,-0.0098095974532999,6.0,0,9.37441309371334,1,0,0,0,0,192,7.01211529430638,1,0,0,0
880,20,RL,,7000,Pave,Null,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,646,Unf,0,218,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,6,Typ,0,Null,Attchd,1978.0,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,Null,GdWo,Null,0,7,2009,WD,Normal,136500,11.824087219587645,2.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,864,6.762729506931879,336,1,1.0,864,1,27,0,1.0,0.0,2.0,1.0,197200.0,12.19197879213173,5.820082930352362,0.05791160977096865,6.0,0,8.853808274977197,1,0,0,0,0,0,6.762729506931879,1,0,0,0
881,20,RL,60.0,7024,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,980,Unf,0,110,1090,GasA,Gd,Y,SBrkr,1090,0,0,1090,1,0,1,1,2,1,TA,5,Typ,0,Null,Attchd,2005.0,Fin,2,450,TA,TA,Y,0,49,0,0,0,0,Null,Null,Null,0,6,2007,WD,Normal,157000,11.964007453736912,3.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,2.0,1.0,1090,6.994849985833071,450,4,1.5,1090,1,1,0,2.0,0.0,2.0,1.0,121750.0,11.709733254463467,6.111467339502679,-0.10644607219051849,6.0,0,8.857230494201946,1,0,0,0,0,49,6.994849985833071,1,0,0,0
882,50,RL,44.0,13758,Pave,Null,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,902,Unf,0,254,1156,GasA,Ex,Y,SBrkr,1187,530,0,1717,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,2,400,TA,TA,Y,168,36,0,0,0,0,Null,Null,Null,0,4,2007,WD,Normal,187500,12.141539457711714,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1717,7.4489161025442,400,4,2.5,1156,1,1,1,1.0,0.0,2.0,0.0,228475.0,12.339186450977309,5.993961427306569,0.17885485831028802,2.0,0,9.529448434427817,1,0,0,0,0,204,7.053585727193677,1,0,0,0
883,60,RL,,9636,Pave,Null,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,808,808,GasA,Gd,Y,SBrkr,808,785,0,1593,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1993.0,RFn,2,389,TA,TA,Y,342,40,0,0,0,0,Null,MnPrv,Null,0,12,2009,WD,Normal,178000,12.08954444723597,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1593,7.374001859350161,389,4,2.5,808,1,1,1,2.0,0.0,,2.0,181000.0,12.10625783509458,5.966146739123692,-0.033160458180256924,1.0,0,9.173365135851288,1,0,0,0,0,382,6.695798917058491,1,0,0,0
884,75,RL,60.0,6204,Pave,Null,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,Fa,No,Unf,0,Unf,0,795,795,GasA,TA,N,SBrkr,954,795,481,2230,1,0,1,0,5,1,TA,10,Typ,0,Null,Detchd,1997.0,Unf,1,440,TA,Gd,Y,0,188,0,0,0,0,Null,Null,Null,0,3,2006,WD,Normal,118500,11.682676678340282,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2230,7.710205194432532,440,1,1.0,795,0,38,0,2.0,0.0,1.0,,139500.0,11.845827048676645,6.089044875446846,0.1143748020937192,1.0,0,8.733110697638708,1,0,0,0,0,188,6.679599185844383,1,0,0,0
885,20,RL,65.0,7150,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,432,Unf,0,460,892,GasA,TA,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,TA,5,Typ,0,Null,Attchd,1967.0,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,Null,GdWo,Null,0,7,2009,WD,Normal,100000,11.51293546492023,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,892,6.794586580876499,288,1,1.0,892,0,0,0,1.0,0.0,2.0,1.0,140000.0,11.849404844423074,5.666426688112432,0.049018058490517546,4.0,0,8.875007486048396,1,0,0,0,0,0,6.794586580876499,1,0,0,0
886,120,FV,50.0,5119,Pave,Null,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238,Unf,0,460,1698,GasA,Ex,Y,SBrkr,1709,0,0,1709,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2,506,TA,TA,Y,97,65,0,0,0,0,Null,Null,Null,0,1,2008,CWD,Abnorml,328900,12.70351207261035,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,1709,7.444248649496705,506,4,2.0,1698,1,1,1,2.0,0.0,2.0,1.0,225500.0,12.326079872504838,6.228511003591184,-0.2649398546516739,5.0,0,8.540909718033554,0,0,0,0,1,162,7.4377951216719325,1,0,0,0
887,90,RL,70.0,8393,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,528,Unf,0,1098,1626,GasA,Ex,Y,SBrkr,1712,0,0,1712,0,0,2,0,4,2,TA,8,Typ,0,Null,Attchd,2005.0,Fin,2,588,TA,TA,Y,272,54,0,0,0,0,Null,Null,Null,0,6,2006,WD,Family,145000,11.884495917930655,2.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,4.0,1.0,0.0,2.0,,1712,7.44600149832412,588,4,2.0,1626,1,46,0,1.0,0.0,2.0,1.0,140000.0,11.849404844423074,6.3784261836515865,0.05930410268297237,2.0,0,9.035272443893536,0,0,1,0,0,326,7.394493107219038,1,0,0,0
888,50,RL,59.0,16466,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,872,521,0,1393,0,0,1,1,3,1,TA,8,Typ,0,Null,Attchd,1955.0,Unf,1,300,TA,TA,Y,121,0,0,0,265,0,Null,Null,Null,0,4,2008,WD,Normal,135500,11.81673429934846,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1393,7.239932591320469,300,1,1.5,816,0,0,0,2.0,0.0,2.0,0.0,121750.0,11.709733254463467,5.707110264748875,0.11000356563601521,1.0,0,9.709113657218,1,0,0,0,0,386,6.705639094860003,1,0,0,0
889,20,RL,95.0,15865,Pave,Null,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351,Rec,823,1043,2217,GasA,Ex,Y,SBrkr,2217,0,0,2217,1,0,2,0,4,1,Gd,8,Typ,1,TA,Attchd,1970.0,Unf,2,621,TA,TA,Y,81,207,0,0,224,0,Null,Null,Null,0,10,2007,WD,Normal,268000,12.498745990829317,3.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,2217,7.704361167910313,621,4,2.0,2217,0,0,1,2.0,0.0,2.0,1.0,140000.0,11.849404844423074,6.432940092739179,0.11103590506632877,6.0,0,9.671933733861948,1,0,0,0,0,512,7.704361167910313,1,0,0,0
890,20,RL,128.0,12160,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,1024,Unf,0,481,1505,GasA,Ex,Y,SBrkr,1505,0,0,1505,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1953.0,RFn,2,505,TA,TA,Y,0,0,0,162,0,0,Null,Null,Null,0,2,2009,WD,Normal,149500,11.91505836075372,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,1505,7.317212408359839,505,4,1.0,1505,0,0,1,1.0,0.0,2.0,1.0,140000.0,11.849404844423074,6.226536669287466,0.11532280484986757,4.0,0,9.405989388981,1,0,0,0,0,0,7.317212408359839,1,0,0,0
891,50,RL,60.0,8064,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,0,672,672,GasA,Ex,Y,SBrkr,672,252,0,924,0,0,1,0,3,1,TA,6,Typ,1,Po,Detchd,2003.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,Null,MnPrv,Shed,2000,7,2007,WD,Normal,122900,11.719134432217524,2.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,924,6.829793737512425,576,4,1.0,672,1,57,1,1.0,0.0,1.0,0.0,140000.0,11.849404844423074,6.3578422665081,0.011813214876102762,1.0,0,8.99528899055931,1,0,0,0,0,0,6.511745329644728,1,0,0,0
892,60,RL,70.0,11184,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226,Rec,500,192,918,GasA,Gd,Y,SBrkr,918,765,0,1683,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,440,TA,TA,Y,243,0,0,0,0,0,Null,Null,Null,0,7,2009,WD,Normal,172500,12.058158312538197,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,1683,7.428927194802272,440,4,2.5,918,0,0,1,1.0,0.0,2.0,2.0,135000.0,11.81303746480054,6.089044875446846,-0.05354398511383174,2.0,0,9.32232887392423,1,0,0,0,0,243,6.823286122355687,1,0,0,0
893,20,RL,70.0,8414,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,663,Unf,0,396,1059,GasA,TA,Y,SBrkr,1068,0,0,1068,0,1,1,0,3,1,TA,6,Typ,0,Null,Attchd,1963.0,RFn,1,264,TA,TA,Y,192,0,0,0,0,0,Null,MnPrv,Null,0,2,2006,WD,Normal,154500,11.9479558477909,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1068,6.974478911025045,264,1,1.0,1059,1,40,0,1.0,0.0,2.0,1.0,135000.0,11.81303746480054,5.579729825986222,-0.04425245410016743,5.0,0,9.037771106624906,1,0,0,0,0,192,6.966024187106113,1,0,0,0
894,20,RL,,13284,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,1064,Unf,0,319,1383,GasA,TA,Y,SBrkr,1383,0,0,1383,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1954.0,Unf,1,354,TA,TA,Y,511,116,0,0,0,0,Null,GdPrv,Null,0,6,2008,WD,Normal,165000,12.013706813470414,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1383,7.232733136177615,354,1,1.0,1383,0,0,1,2.0,0.0,2.0,1.0,135000.0,11.81303746480054,5.872117789475416,-0.029454591226889093,4.0,0,9.494390858193912,1,0,0,0,0,627,7.232733136177615,1,0,0,0
895,90,RL,64.0,7018,Pave,Null,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,Null,Null,Null,Null,0,Null,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,Null,Attchd,1979.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,6,2009,WD,Alloca,118858,11.685693195625964,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,,1535,7.336936913707618,400,4,2.0,0,0,0,0,0.0,0.0,2.0,1.0,179900.0,12.100161978566868,5.993961427306569,0.034390022105904805,0.0,0,8.856376036730422,0,0,1,0,0,0,0.0,1,0,0,0
896,60,RL,71.0,7056,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,400,Unf,0,380,780,GasA,TA,Y,SBrkr,983,813,0,1796,1,0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1963.0,RFn,2,483,TA,TA,Y,0,50,0,0,0,0,Null,Null,Null,0,10,2008,WD,Normal,140000,11.849404844423074,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1796,7.493873886783559,483,4,1.5,780,0,0,1,1.0,0.0,2.0,2.0,140000.0,11.849404844423074,6.182084906716632,0.1322757603347018,4.0,0,8.86177531100083,1,0,0,0,0,50,6.660575149839686,1,0,0,0
